0.0339,0.0677,0.1016,0.1355,0.1694,0.2032,0.2371,0.271,0.3049,0.3387,0.3726,0.4065,0.4404,0.4742,0.5081,0.542,0.5758,0.6097,0.6436,0.6775,0.7113,0.7452,0.7791,0.813,0.8468,0.1901,0,0,0.0011,0.002,0.002,0.2067,0,0.0575,0.0584,0.024,0.016,0.0016,0.0072,0.004,0.0356,0.0356,0.0248,0.0006,0.0012,0.008,0.0028,0.0008,0.0004,0.0005,0,0.0004,0.0458,0.7891,1
0.0159,0.0319,0.0478,0.0637,0.0796,0.0956,0.1115,0.1274,0.1434,0.1593,0.1752,0.1912,0.2071,0.223,0.2389,0.2549,0.2708,0.2867,0.3027,0.3186,0.3345,0.3505,0.3664,0.3823,0.3982,0.2381,0.437,0.4376,0.001,0.0016,0.1033,0.104,0.0636,0.0199,0.0208,0.0088,0.0052,0.0492,0.03,0.0188,0.0136,0.006,0.0052,0.002,0.0016,0.0016,0,0,0,0,0,0.0004,0.0451,0.8106,1
0.0064,0.0128,0.0192,0.0256,0.032,0.0384,0.0448,0.0512,0.0576,0.064,0.0704,0.0768,0.0832,0.0896,0.096,0.1024,0.1088,0.1152,0.1216,0.128,0.1344,0.1408,0.1472,0.1536,0.16,0.1661,0.0006,0,0.4138,0.0016,0,0.0028,0.2363,0,0.1024,0.0139,0.0002,0,0.0068,0.0064,0.0016,0.0008,0.0848,0.0428,0.0188,0.009,0.0096,0.0048,0.001,0.0016,0.0008,0.0012,0.0459,8732,1
0.0082,0.0164,0.0246,0.0328,0.0411,0.0493,0.0575,0.0657,0.0739,0.0821,0.0903,0.0985,0.1067,0.115,0.1232,0.1314,0.1396,0.1478,0.156,0.1642,0.1724,0.1806,0.1888,0.1971,0.2053,0.1661,0,0,0.0019,0.002,0,0.0008,0.0004,0,0.0427,0.0432,0.0216,0,0.0084,0.008,0.0044,0.0004,0.078,0.0384,0.0164,0.0008,0.0034,0.0036,0.0004,0.0012,0,0.0004,0.0446,0.7188,1
0.0095,0.019,0.0285,0.038,0.0475,0.057,0.0665,0.076,0.0855,0.095,0.1045,0.114,0.1235,0.133,0.1425,0.152,0.1615,0.171,0.1805,0.19,0.1995,0.209,0.2185,0.228,0.2375,0.2471,0,0.4338,0.0012,0.0016,0.2027,0.1124,0.0584,0.0244,0.0168,0.012,0.0272,0.028,0.024,0.0132,0.01,0.0036,0.0028,0.0005,0.0012,0.0004,0.0009,0,0,0.0004,0.0001,0.0004,0.0454,0.8626,1
0.0327,0.0654,0.0981,0.1308,0.1635,0.1963,0.229,0.2617,0.2944,0.3271,0.3598,0.3925,0.4252,0.4579,0.4906,0.5234,0.5561,0.5888,0.6215,0.6542,0.6869,0.7196,0.7523,0.785,0.8177,0.2441,0,0.4654,0.0012,0.0136,0.1285,0.1291,0.07,0.0352,0.0256,0.0004,0,0.0008,0.0069,0.0072,0.0052,0.0112,0.0064,0.0052,0.0052,0.0015,0.0024,0.0016,0.0032,0,0.0003,0.0004,0.0418,0.9692,1
0.0487,0.0973,0.146,0.1947,0.2433,0.292,0.3407,0.3893,0.438,0.4867,0.5353,0.584,0.6327,0.6813,0.73,0.7787,0.8273,0.876,0.9247,0.9733,1.022,1.0707,1.1194,1.168,1.2167,0.4601,0.4614,0.3139,0.1142,0.1144,0.0204,0,0.0096,0.022,0.018,0.0112,0.008,0.0032,0.0001,0.0008,0,0.0004,0.0004,0.0004,0,0.0005,0.0008,0,0,0,0,0.0004,0.0429,0.9495,1
0.0206,0.0412,0.0618,0.0825,0.1031,0.1237,0.1443,0.1649,0.1855,0.2062,0.2268,0.2474,0.268,0.2886,0.3092,0.3298,0.3505,0.3711,0.3917,0.4123,0.4329,0.4535,0.4741,0.4948,0.5154,0.3071,0.4613,0.4622,0.1894,0.1899,0.1248,0.1136,0.0216,0.0004,0,0.016,0.0112,0.0076,0.0056,0.0152,0.0057,0.0043,0.0052,0.0008,0,0,0,0.0004,0.0004,0,0,0.0004,0.0425,0.8598,1
0.0148,0.0297,0.0445,0.0593,0.0742,0.089,0.1038,0.1187,0.1335,0.1483,0.1632,0.178,0.1928,0.2077,0.2225,0.2373,0.2522,0.267,0.2818,0.2967,0.3115,0.3263,0.3412,0.356,0.3708,0.2831,0,0.4638,0.002,0.1403,0.1,0.0708,0.046,0.0316,0.0408,0.0244,0.022,0.022,0.0084,0.0092,0.0021,0.0028,0.0015,0.0016,0.0012,0.002,0.0004,0.0004,0.0004,0,0.0001,0.0004,0.0462,0.889,1
0.0204,0.0407,0.0611,0.0815,0.1018,0.1222,0.1426,0.163,0.1833,0.2037,0.2241,0.2444,0.2648,0.2852,0.3055,0.3259,0.3463,0.3666,0.387,0.4074,0.4278,0.4481,0.4685,0.4889,0.5092,0.2261,0,0.4426,0,0.0016,0.0024,0.1711,0.1156,0.0632,0.0174,0.0155,0.0164,0.0395,0.04,0.0276,0.0196,0.0112,0.0092,0.0027,0.0036,0.0044,0,0.0008,0.0008,0.0004,0,0.0004,0.0455,0.785,1
0.0888,0.1776,0.2665,0.3553,0.4441,0.5329,0.6217,0.7106,0.7994,0.8882,0.977,1.0659,1.1547,1.2435,1.3323,1.4211,1.51,1.5988,1.6876,1.7764,1.8652,1.9541,2.0429,2.1317,2.2205,1.4831,0.0667,0.0676,0.0776,0.0408,0.0412,0.0512,0.032,0.0312,0.0159,0.016,0.0192,0.012,0.0055,0.0064,0.0052,0.0064,0.0036,0.0068,0.0009,0.0012,0.0016,0.0016,0,0.0004,0,0.0004,0.1729,0.9815,1
0.0506,0.1012,0.1518,0.2024,0.253,0.3036,0.3542,0.4048,0.4554,0.506,0.5566,0.6072,0.6578,0.7084,0.759,0.8096,0.8602,0.9108,0.9614,1.012,1.0626,1.1132,1.1638,1.2144,1.265,0.9431,0.4934,0.1287,0.0932,0.044,0.0407,0.0297,0.0304,0.0236,0.0228,0.0104,0.0108,0.0052,0.006,0.0048,0.0032,0.002,0.0008,0.0001,0.0004,0.0004,0.0008,0,0,0,0.0003,0.0004,0.0898,0.9714,1
0.0875,0.175,0.2625,0.35,0.4376,0.5251,0.6126,0.7001,0.7876,0.8751,0.9626,1.0501,1.1376,1.2252,1.3127,1.4002,1.4877,1.5752,1.6627,1.7502,1.8377,1.9252,2.0127,2.1003,2.1878,2.2031,0.571,0.1236,0.0816,0.0636,0.0386,0.0392,0.0284,0.0096,0.0104,0.0051,0.006,0.001,0.0008,0.0012,0.0024,0.0008,0.0005,0.0004,0,0,0,0,0.0008,0.0012,0,0.0008,0.155,0.9829,1
0.0224,0.0447,0.0671,0.0895,0.1119,0.1342,0.1566,0.179,0.2014,0.2237,0.2461,0.2685,0.2909,0.3132,0.3356,0.358,0.3804,0.4027,0.4251,0.4475,0.4699,0.4922,0.5146,0.537,0.5594,0.1861,0.0005,0,0.4286,0.002,0.0012,0.0003,0,0.1028,0.0286,0.0288,0.018,0,0.0092,0.0036,0.0548,0.0248,0.0248,0.0012,0.0132,0.0081,0.0084,0.0012,0,0,0.0004,0.0008,0.0462,0.7446,1
0.0232,0.0463,0.0695,0.0926,0.1158,0.1389,0.1621,0.1853,0.2084,0.2316,0.2547,0.2779,0.301,0.3242,0.3474,0.3705,0.3937,0.4168,0.44,0.4631,0.4863,0.5095,0.5326,0.5558,0.5789,0.2531,0,0.0003,0.0023,0.0028,0.1891,0.0528,0.0532,0.0201,0.0243,0.0244,0.0424,0.0308,0.0176,0.0108,0.008,0.0032,0.0024,0.002,0.0008,0.0008,0.0012,0,0,0,0,0.0004,0.045,0.7813,1
0.0208,0.0416,0.0623,0.0831,0.1039,0.1247,0.1455,0.1662,0.187,0.2078,0.2286,0.2494,0.2701,0.2909,0.3117,0.3325,0.3533,0.374,0.3948,0.4156,0.4364,0.4572,0.4779,0.4987,0.5195,0.2351,0,0.4272,0.0012,0.0016,0.1992,0.0527,0.0528,0.03,0.016,0.0038,0.0048,0.0512,0.0332,0.0308,0.0084,0.0092,0.0024,0.0016,0.0001,0.0004,0.0004,0,0,0,0.0004,0.0004,0.0462,0.7134,1
0.02,0.0401,0.0601,0.0802,0.1002,0.1202,0.1403,0.1603,0.1803,0.2004,0.2204,0.2405,0.2605,0.2805,0.3006,0.3206,0.3406,0.3607,0.3807,0.4008,0.4208,0.4408,0.4609,0.4809,0.5009,0.3701,0,0.4876,0.0032,0.16,0.1276,0.048,0.0313,0.032,0.0332,0.0188,0.0071,0.0028,0.0032,0.0008,0.0024,0.0012,0.0017,0.002,0.0004,0.0012,0.0004,0,0.0008,0.0008,0.0008,0.0008,0.0495,0.9248,1
0.0208,0.0415,0.0623,0.0831,0.1039,0.1246,0.1454,0.1662,0.1869,0.2077,0.2285,0.2492,0.27,0.2908,0.3116,0.3323,0.3531,0.3739,0.3946,0.4154,0.4362,0.4569,0.4777,0.4985,0.5193,0.1481,0,0,0.3691,0,0.0004,0.0244,0,0.2711,0.0612,0.062,0.0132,0,0,0,0.0005,0.0012,0.0032,0,0.1631,0.056,0.0096,0.014,0.0076,0,0.0004,0.0012,0.0504,0.5776,1
0.0409,0.0818,0.1227,0.1637,0.2046,0.2455,0.2864,0.3273,0.3682,0.4091,0.4501,0.491,0.5319,0.5728,0.6137,0.6546,0.6955,0.7364,0.7774,0.8183,0.8592,0.9001,0.941,0.9819,1.0228,0.1541,0,0,0.3743,0,0.0012,0.0244,0,0.2747,0.0652,0,0.0108,0,0,0,0.0018,0.0007,0.1524,0.1527,0.0576,0.0114,0.0116,0.0024,0.0052,0.0028,0.0004,0.0008,0.0496,0.5919,1
0.034,0.068,0.1021,0.1361,0.1701,0.2041,0.2381,0.2722,0.3062,0.3402,0.3742,0.4082,0.4422,0.4763,0.5103,0.5443,0.5783,0.6123,0.6464,0.6804,0.7144,0.7484,0.7824,0.8165,0.8505,0.2261,0,0.4154,0.0012,0.2506,0.2511,0.0003,0,0.0436,0,0.0012,0,0.0398,0.04,0.024,0.0188,0.0034,0.004,0.006,0.0036,0.0008,0,0.0004,0,0,0,0.0004,0.0454,0.7065,1
0.009,0.018,0.027,0.036,0.045,0.054,0.0629,0.0719,0.0809,0.0899,0.0989,0.1079,0.1169,0.1259,0.1349,0.1439,0.1529,0.1619,0.1709,0.1799,0.1888,0.1978,0.2068,0.2158,0.2248,0.1721,0,0,0.4154,0.0005,0,0.0312,0.2611,0.0008,0,0.0308,0.0004,0.0004,0.0008,0.0008,0.0643,0.0353,0.0116,0.0124,0.0124,0.0176,0.0064,0.008,0.0012,0.004,0.0004,0.002,0.045,0.7215,1
0.0211,0.0422,0.0633,0.0844,0.1055,0.1266,0.1477,0.1689,0.19,0.2111,0.2322,0.2533,0.2744,0.2955,0.3166,0.3377,0.3588,0.3799,0.401,0.4221,0.4432,0.4644,0.4855,0.5066,0.5277,0.1841,0.0001,0,0.4266,0.0016,0.0012,0,0.1162,0.1172,0.0286,0.0288,0,0.0128,0.0072,0.002,0.066,0.0332,0.0217,0.0224,0.008,0.006,0.0048,0.0004,0.0008,0.0001,0.0004,0.0004,0.0455,0.7425,1
0.0171,0.0343,0.0514,0.0686,0.0857,0.1028,0.12,0.1371,0.1542,0.1714,0.1885,0.2057,0.2228,0.2399,0.2571,0.2742,0.2913,0.3085,0.3256,0.3428,0.3599,0.377,0.3942,0.4113,0.4284,0.2111,0,0,0.0005,0.0012,0.0016,0,0.2092,0.0531,0.0532,0.0276,0,0.0128,0.0084,0.0032,0.0676,0.0268,0.0236,0.0109,0.0116,0.0064,0.0024,0.0021,0.0024,0.0012,0.0004,0.0008,0.0457,0.737,1
0.0297,0.0594,0.0891,0.1188,0.1484,0.1781,0.2078,0.2375,0.2672,0.2969,0.3266,0.3563,0.386,0.4156,0.4453,0.475,0.5047,0.5344,0.5641,0.5938,0.6235,0.6531,0.6828,0.7125,0.7422,0.2261,0,0.4212,0.0014,0.002,0.2028,0.1128,0,0.0592,0.0248,0.0028,0.0036,0.066,0.042,0.0114,0.0116,0.01,0.0004,0.0028,0.0004,0.0004,0.0001,0.0004,0,0,0,0.0004,0.0463,0.726,1
