0.1189,0.2377,0.3566,0.4754,0.5943,0.7131,0.832,0.9508,1.0697,1.1885,1.3074,1.4262,1.5451,1.6639,1.7828,1.9017,2.0205,2.1394,2.2582,2.3771,2.4959,2.6148,2.7336,2.8525,2.9713,2.3731,0.7505,0.05,0.0004,0.0004,0.0004,0.0004,0.0008,0.0008,0.0584,0.0009,0,0.0002,0,0.0004,0,0.0009,0,0,0,0,0,0,0,0,0.0013,0.002,0.197,0.9917,0
0.0356,0.0713,0.1069,0.1426,0.1782,0.2138,0.2495,0.2851,0.3208,0.3564,0.3921,0.4277,0.4633,0.499,0.5346,0.5703,0.6059,0.6415,0.6772,0.7128,0.7485,0.7841,0.8198,0.8554,0.891,0.8991,0.513,0.2155,0.0336,0.034,0.0096,0,0.0004,0.0004,0,0,0,0.0004,0,0.0003,0,0.0004,0,0,0.0016,0,0.0013,0.0016,0.0295,0.0296,0.1331,0.0016,0.1945,0.9859,0
0.0537,0.1073,0.161,0.2146,0.2683,0.3219,0.3756,0.4293,0.4829,0.5366,0.5902,0.6439,0.6976,0.7512,0.8049,0.8585,0.9122,0.9658,1.0195,1.0732,1.1268,1.1805,1.2341,1.2878,1.3415,0.8811,0.4998,0.2183,0.0384,0.0101,0.0003,0.0004,0,0.0004,0.0004,0,0,0.0005,0,0.0004,0.0004,0,0,0,0.0008,0.0005,0,0.0008,0.0184,0.03,0.0324,0.1152,0.1945,0.9884,0
0.0357,0.0715,0.1072,0.1429,0.1786,0.2144,0.2501,0.2858,0.3216,0.3573,0.393,0.4287,0.4645,0.5002,0.5359,0.5716,0.6074,0.6431,0.6788,0.7146,0.7503,0.786,0.8217,0.8575,0.8932,0.7891,0.4976,0.0924,0.0756,0.064,0.0644,0.0092,0.0008,0.0012,0,0,0,0,0.0092,0.0184,0.0128,0.0152,0.0084,0.0004,0,0,0,0.0012,0.0404,0.0432,0.0388,0.0068,0.1565,0.9881,0
0.0644,0.1287,0.1931,0.2574,0.3218,0.3862,0.4505,0.5149,0.5792,0.6436,0.708,0.7723,0.8367,0.9011,0.9654,1.0298,1.0941,1.1585,1.2229,1.2872,1.3516,1.4159,1.4803,1.5447,1.609,0.7891,0.0922,0.0924,0.0756,0.064,0.0644,0.0092,0.0008,0.0006,0,0,0,0,0.0092,0.0184,0.0148,0.0152,0.0084,0.0004,0,0,0,0.0012,0.043,0.0388,0.0388,0.0068,0.1565,0.9857,0
0.0299,0.0598,0.0897,0.1196,0.1495,0.1794,0.2093,0.2392,0.2691,0.299,0.3289,0.3588,0.3887,0.4186,0.4485,0.4784,0.5083,0.5382,0.5681,0.598,0.6279,0.6578,0.6877,0.7176,0.7475,0.7781,0.0983,0.0984,0.0748,0.056,0.0584,0.0004,0.0008,0.0008,0.0012,0.0011,0.0012,0,0.0151,0.0156,0.02,0.0144,0.0084,0.0012,0,0,0,0.0004,0.04,0.01,0.072,0.0092,0.1567,0.9835,0
0.0307,0.0614,0.0921,0.1228,0.1535,0.1842,0.2149,0.2456,0.2763,0.307,0.3377,0.3684,0.3991,0.4298,0.4605,0.4912,0.5219,0.5526,0.5833,0.614,0.6447,0.6754,0.7061,0.7368,0.7675,0.7981,0.4992,0.0643,0.0648,0.0604,0.0592,0.0092,0.0004,0,0.0004,0.0005,0.0004,0,0.0076,0.0224,0.0132,0.0132,0.0096,0.0004,0,0.0004,0.0004,0.0396,0.0403,0.037,0.038,0.0064,0.1574,0.9905,0
0.0658,0.1316,0.1974,0.2632,0.329,0.3948,0.4606,0.5264,0.5922,0.658,0.7237,0.7895,0.8553,0.9211,0.9869,1.0527,1.1185,1.1843,1.2501,1.3159,1.3817,1.4475,1.5133,1.5791,1.6449,0.7351,0.4932,0.1044,0.0836,0.0276,0.028,0.016,0.0052,0.0412,0.002,0.0004,0.0012,0.0032,0.0556,0.0016,0.0024,0.0001,0.0003,0.0004,0.0006,0,0,0,0,0,0,0.0944,0.1337,0.9854,0
0.1626,0.3252,0.4879,0.6505,0.8131,0.9757,1.1383,1.301,1.4636,1.6262,1.7888,1.9515,2.1141,2.2767,2.4393,2.6019,2.7646,2.9272,3.0898,3.2524,3.415,3.5777,3.7403,3.9029,4.0655,3.3092,0,0,0.2054,0.0469,0.047,0.0189,0.1276,0.0027,0.0811,0.1292,0.0065,0.0019,0.0027,0.0032,0.0014,0.0016,0.0022,0.0016,0.0032,0.0004,0.0005,0.0032,0.0005,0,0.0214,0.0216,1.506,0.9852,0
1.0036,2.0072,3.0109,4.0145,5.0181,6.0217,7.0254,8.029,9.0326,10.036,11.04,12.043,13.047,14.051,15.054,16.058,17.062,18.065,19.069,20.073,21.076,22.08,23.083,24.087,25.091,25.781,0.6404,0.0154,0.1148,0.0082,0.0994,0.0143,0.0809,0.002,0,0.0013,0.002,0.002,0.002,0.001,0,0.0023,0.0002,0.0009,0,0,0,0.001,0.001,0,0,0.0072,1.7322,0.9846,0
1.0055,2.0109,3.0164,4.0218,5.0273,6.0328,7.0382,8.0437,9.0492,10.055,11.06,12.066,13.071,14.076,15.082,16.087,17.093,18.098,19.104,20.109,21.115,22.12,23.126,24.131,25.137,25.781,0.0195,0.1137,0.1145,0.0123,0.0982,0.0092,0.0012,0.002,0.0031,0,0.0041,0.0001,0.0013,0.002,0,0.002,0,0.001,0,0.001,0,0,0.002,0,0.002,0.0041,1.6474,0.9865,0
1.0018,2.0035,3.0053,4.007,5.0088,6.0105,7.0123,8.014,9.0158,10.018,11.019,12.021,13.023,14.025,15.026,16.028,17.03,18.032,19.033,20.035,21.037,22.039,23.04,24.042,25.044,25.781,0.6814,0.0971,0.0979,0.0864,0.0077,0.0695,0.0701,0.001,0.0038,0.0019,0.001,0,0.0016,0.0019,0.001,0.0019,0,0.0019,0.001,0.0019,0.0019,0,0,0,0.001,0.0038,1.5185,0.9956,0
0.4191,0.8382,1.2573,1.6763,2.0954,2.5145,2.9336,3.3527,3.7718,4.1909,4.6099,5.029,5.4481,5.8672,6.2863,6.7054,7.1244,7.5435,7.9626,8.3817,8.8008,9.2199,9.639,10.058,10.477,10.78,0.6189,0.0826,0.0101,0.0556,0.0084,0.0202,0.0472,0.0101,0.0135,0.054,0.032,0.0017,0.0009,0,0.0051,0.0058,0.0067,0,0.0003,0.0006,0,0,0.0017,0,0,0.0017,0.8517,0.9909,0
0.5667,1.1335,1.7002,2.267,2.8337,3.4005,3.9672,4.534,5.1007,5.6675,6.2342,6.8009,7.3677,7.9344,8.5012,9.0679,9.6347,10.201,10.768,11.335,11.902,12.468,13.035,13.602,14.169,13.886,0.7232,0.0934,0.0398,0.0363,0.0156,0.0104,0.0294,0.0069,0.0225,0.0035,0.0005,0,0.0001,0,0.0017,0.0016,0.0017,0,0.0016,0.0017,0,0,0,0,0.0016,0.0017,0.5892,0.9912,0
0.094,0.1881,0.2821,0.3762,0.4702,0.5643,0.6583,0.7524,0.8464,0.9405,1.0345,1.1286,1.2226,1.3167,1.4107,1.5048,1.5988,1.6929,1.7869,1.8809,1.975,2.069,2.1631,2.2571,2.3512,2.0901,0.6036,0.1688,0.0148,0.0496,0.048,0.012,0.036,0.0316,0.0324,0,0.001,0.0294,0.0296,0.0012,0.0004,0.0006,0,0,0,0,0,0,0,0,0.0004,0.002,0.1507,0.9732,0
0.0662,0.1325,0.1987,0.2649,0.3311,0.3974,0.4636,0.5298,0.596,0.6623,0.7285,0.7947,0.8609,0.9272,0.9934,1.0596,1.1258,1.1921,1.2583,1.3245,1.3907,1.457,1.5232,1.5894,1.6557,1.0141,0.5114,0.0788,0.1016,0.0828,0.0128,0.006,0.0344,0.0102,0.0112,0.04,0.0084,0.0056,0.0331,0.0336,0,0,0.0304,0,0.0003,0,0,0,0.0004,0,0.0298,0.0304,0.144,0.9798,0
0.0757,0.1515,0.2272,0.303,0.3787,0.4545,0.5302,0.6059,0.6817,0.7574,0.8332,0.9089,0.9847,1.0604,1.1362,1.2119,1.2876,1.3634,1.4391,1.5149,1.5906,1.6664,1.7421,1.8178,1.8936,1.0141,0.5114,0.0788,0.0779,0.0784,0.0128,0.0028,0.0056,0.038,0.0108,0.0392,0.0056,0.0076,0.006,0.0002,0,0.0305,0.0312,0,0,0,0,0,0.0001,0,0.0301,0.0304,0.1439,0.9831,0
0.0538,0.1076,0.1615,0.2153,0.2691,0.3229,0.3767,0.4305,0.4844,0.5382,0.592,0.6458,0.6996,0.7535,0.8073,0.8611,0.9149,0.9687,1.0225,1.0764,1.1302,1.184,1.2378,1.2916,1.3455,1.0141,0.5142,0.0752,0.096,0.0816,0.018,0.0044,0.008,0.0408,0.0096,0.0388,0.0048,0.0056,0.0032,0.0328,0,0,0.0312,0,0.0001,0.0001,0,0.0007,0.0004,0,0.0004,0.0304,0.1448,0.9893,0
0.1715,0.3429,0.5144,0.6858,0.8573,1.0287,1.2002,1.3716,1.5431,1.7146,1.886,2.0575,2.2289,2.4004,2.5718,2.7433,2.9148,3.0862,3.2577,3.4291,3.6006,3.772,3.9435,4.1149,4.2864,4.2769,0.6245,0.037,0.0444,0.0067,0.0067,0.0034,0.0677,0.0043,0.0047,0.004,0.002,0.0673,0.0013,0.0007,0.0013,0.0606,0.0013,0.0007,0.0007,0.0007,0.002,0.0021,0.0027,0.0001,0.0007,0.0538,0.6818,0.987,0
0.1727,0.3455,0.5182,0.6909,0.8637,1.0364,1.2091,1.3819,1.5546,1.7273,1.9001,2.0728,2.2455,2.4183,2.591,2.7637,2.9365,3.1092,3.2819,3.4547,3.6274,3.8001,3.9728,4.1456,4.3183,4.2769,0.6245,0.037,0.0444,0.0067,0.0067,0.0034,0.0027,0.0045,0.0047,0.004,0.002,0.0673,0.0013,0.0007,0.0597,0.0606,0.0004,0.0007,0.0002,0.0007,0.002,0,0.0027,0.0013,0.0532,0.0538,0.6818,0.988,0
0.1854,0.3708,0.5562,0.7416,0.9269,1.1123,1.2977,1.4831,1.6685,1.8539,2.0393,2.2247,2.41,2.5954,2.7808,2.9662,3.1516,3.337,3.5224,3.7078,3.8931,4.0785,4.2639,4.4493,4.6347,4.2769,0.0338,0.0343,0.0437,0.0061,0.0067,0.0046,0.0047,0.0625,0.0047,0.0034,0.002,0.0002,0.0029,0.0034,0.0013,0.0551,0.0013,0.0007,0.0013,0.0007,0.0007,0,0.002,0,0.0007,0.0545,0.6405,0.995,0
0.3698,0.7395,1.1093,1.4791,1.8488,2.2186,2.5884,2.9581,3.3279,3.6977,4.0675,4.4372,4.807,5.1768,5.5465,5.9163,6.2861,6.6558,7.0256,7.3954,7.7651,8.1349,8.5047,8.8744,9.2442,9.082,0.8211,0.0505,0.0046,0.0459,0.0046,0.0046,0.0016,0.0023,0.0153,0.0161,0.0046,0.0161,0,0.0007,0,0,0.0046,0,0.0046,0,0,0.0005,0.001,0,0.0023,0.0092,0.3057,0.9772,0
0.3841,0.7681,1.1522,1.5362,1.9203,2.3043,2.6884,3.0724,3.4565,3.8405,4.2246,4.6086,4.9927,5.3767,5.7608,6.1448,6.5289,6.913,7.297,7.6811,8.0651,8.4492,8.8332,9.2173,9.6013,9.082,0.8154,0.0496,0.0051,0.0598,0,0.0034,0.0017,0.0017,0.0216,0.0222,0.0166,0.0171,0,0.0001,0,0.0034,0.0009,0,0,0,0.0017,0.0017,0.0003,0,0,0.0034,0.3056,0.9537,0
0.1869,0.3738,0.5607,0.7476,0.9345,1.1214,1.3083,1.4952,1.6821,1.869,2.0559,2.2428,2.4297,2.6166,2.8035,2.9904,3.1773,3.3642,3.5511,3.7381,3.925,4.1119,4.2988,4.4857,4.6726,4.153,0.6225,0.0291,0.0073,0.0081,0.0041,0.001,0.0062,0.0064,0.1483,0.0029,0,0,0.0017,0.0006,0.0017,0.0012,0.0012,0,0.0012,0.0733,0,0,0,0.0002,0,0.0035,0.4535,0.9815,0
0.324,0.648,0.9721,1.2961,1.6201,1.9441,2.2681,2.5922,2.9162,3.2402,3.5642,3.8882,4.2123,4.5363,4.8603,5.1843,5.5083,5.8323,6.1564,6.4804,6.8044,7.1284,7.4524,7.7765,8.1005,8.0783,0.692,0.0221,0.0693,0.0004,0,0.0038,0.0038,0.0037,0.0038,0.061,0.0616,0,0.0019,0.0067,0.0008,0,0.001,0.0423,0.0423,0,0,0,0.001,0,0,0.0029,0.5212,0.9891,0
0.2431,0.4862,0.7293,0.9724,1.2155,1.4586,1.7017,1.9448,2.1879,2.431,2.6741,2.9172,3.1603,3.4033,3.6464,3.8895,4.1326,4.3757,4.6188,4.8619,5.105,5.3481,5.5912,5.8343,6.0774,5.4086,0.6479,0.1044,0.0444,0.0306,0.0311,0.0254,0.0261,0.0266,0.0316,0.0014,0.0256,0.0014,0.0005,0.0005,0.0005,0.0009,0.0009,0.0009,0.0021,0.0023,0.0012,0.0018,0.0192,0,0.0009,0.0192,0.2224,0.9862,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
